CODIGO ORDEN DE SERVICIO,DENOMINACION DEL SERVICIO,TIPO DE INTERVENCION,CODIGO ENTIDAD,ENTIDAD,REGION,PROVINCIA,DISTRITO,¿TIENE SITUACIONES DE INCUMPLIMIENTO?,N° INFORME DE CONTROL,TIPO DE VISITA,VALOR REFERENCIAL MONTO,MONTO ADJUDICADO,CANTIDAD SITUACION ADVERSAS,SITUACION ADVERSAS 1,SITUACION ADVERSAS 2,SITUACION ADVERSAS 3,SITUACION ADVERSAS 4,SITUACION ADVERSAS 5,SITUACION ADVERSAS 6,FECHA VISITA,MES DE VISITA,,,
NO REGISTRADO,"LA ENTIDAD NO HA ACTUALIZADO SU PORTAL DE TRANSPARENCIA ESTÁNDAR - PTE, CON EL CONTENIDO ESTABLECIDO EN LA NORMATIVA VIGENTE; AFECTANDO EL ACCESO A INFORMACIÓN COMPLETA Y ACTUALIZADA SOBRE LOS ACTOS DE LA ADMINISTRACIÓN PÚBLICA POR PARTE DE LA CIUDADANÍA E INSTITUCIONES; ASIMISMO, LA PROMOCIÓN DE UNA CULTURA DE TRANSPARENCIA Y EL FORTALECIMIENTO DE LA VIGILANCIA CIUDADANA",PTE,383,MUNICIPALIDAD PROVINCIAL DE CANAS,CUSCO,CANAS,YANAOCA,SI,10959-2021-CG/SADEN-AOP,NO PRECISA,,0,1,La entidad no actualiza su PTE,,,,,,10/02/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA ACTUALIZADO SU PORTAL DE TRANSPARENCIA ESTÁNDAR - PTE, CON EL CONTENIDO ESTABLECIDO EN LA NORMATIVA VIGENTE; AFECTANDO EL ACCESO A INFORMACIÓN COMPLETA Y ACTUALIZADA SOBRE LOS ACTOS DE LA ADMINISTRACIÓN PÚBLICA POR PARTE DE LA CIUDADANÍA E INSTITUCIONES; ASIMISMO, LA PROMOCIÓN DE UNA CULTURA DE TRANSPARENCIA Y EL FORTALECIMIENTO DE LA VIGILANCIA CIUDADANA",PTE,384,MUNICIPALIDAD PROVINCIAL DE CANCHIS,CUSCO,CANCHIS,SICUANI,SI,11460-2021-CG/SADEN-AOP,NO PRECISA,,0,1,La entidad no actualiza su PTE,,,,,,10/02/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA ACTUALIZADO SU PORTAL DE TRANSPARENCIA ESTÁNDAR - PTE, CON EL CONTENIDO ESTABLECIDO EN LA NORMATIVA VIGENTE; AFECTANDO EL ACCESO A INFORMACIÓN COMPLETA Y ACTUALIZADA SOBRE LOS ACTOS DE LA ADMINISTRACIÓN PÚBLICA POR PARTE DE LA CIUDADANÍA E INSTITUCIONES; ASIMISMO, LA PROMOCIÓN DE UNA CULTURA DE TRANSPARENCIA Y EL FORTALECIMIENTO DE LA VIGILANCIA CIUDADANA",PTE,385,MUNICIPALIDAD PROVINCIAL DEL CUSCO,CUSCO,CUSCO,CUSCO,SI,10812-2021-CG/SADEN-AOP,NO PRECISA,,0,1,La entidad no actualiza su PTE,,,,,,10/02/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA ACTUALIZADO SU PORTAL DE TRANSPARENCIA ESTÁNDAR - PTE, CON EL CONTENIDO ESTABLECIDO EN LA NORMATIVA VIGENTE; AFECTANDO EL ACCESO A INFORMACIÓN COMPLETA Y ACTUALIZADA SOBRE LOS ACTOS DE LA ADMINISTRACIÓN PÚBLICA POR PARTE DE LA CIUDADANÍA E INSTITUCIONES; ASIMISMO, LA PROMOCIÓN DE UNA CULTURA DE TRANSPARENCIA Y EL FORTALECIMIENTO DE LA VIGILANCIA CIUDADANA",PTE,386,MUNICIPALIDAD PROVINCIAL DE CHUMBIVILCAS,CUSCO,CHUMBIVILCAS,SANTO TOMAS,SI,12263-2021-CG/SADEN-AOP,NO PRECISA,,0,1,La entidad no actualiza su PTE,,,,,,10/02/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA ACTUALIZADO SU PORTAL DE TRANSPARENCIA ESTÁNDAR - PTE, CON EL CONTENIDO ESTABLECIDO EN LA NORMATIVA VIGENTE; AFECTANDO EL ACCESO A INFORMACIÓN COMPLETA Y ACTUALIZADA SOBRE LOS ACTOS DE LA ADMINISTRACIÓN PÚBLICA POR PARTE DE LA CIUDADANÍA E INSTITUCIONES; ASIMISMO, LA PROMOCIÓN DE UNA CULTURA DE TRANSPARENCIA Y EL FORTALECIMIENTO DE LA VIGILANCIA CIUDADANA",PTE,387,MUNICIPALIDAD PROVINCIAL DE ESPINAR,CUSCO,ESPINAR,ESPINAR,SI,12264-2021-CG/SADEN-AOP,NO PRECISA,,0,1,La entidad no actualiza su PTE,,,,,,10/02/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA ACTUALIZADO SU PORTAL DE TRANSPARENCIA ESTÁNDAR - PTE, CON EL CONTENIDO ESTABLECIDO EN LA NORMATIVA VIGENTE; AFECTANDO EL ACCESO A INFORMACIÓN COMPLETA Y ACTUALIZADA SOBRE LOS ACTOS DE LA ADMINISTRACIÓN PÚBLICA POR PARTE DE LA CIUDADANÍA E INSTITUCIONES; ASIMISMO, LA PROMOCIÓN DE UNA CULTURA DE TRANSPARENCIA Y EL FORTALECIMIENTO DE LA VIGILANCIA CIUDADANA",PTE,388,MUNICIPALIDAD PROVINCIAL DE LA CONVENCIÓN,CUSCO,LA CONVENCION,SANTA ANA,SI,12265-2021-CG/SADEN-AOP,NO PRECISA,,0,1,La entidad no actualiza su PTE,,,,,,10/02/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA ACTUALIZADO SU PORTAL DE TRANSPARENCIA ESTÁNDAR - PTE, CON EL CONTENIDO ESTABLECIDO EN LA NORMATIVA VIGENTE; AFECTANDO EL ACCESO A INFORMACIÓN COMPLETA Y ACTUALIZADA SOBRE LOS ACTOS DE LA ADMINISTRACIÓN PÚBLICA POR PARTE DE LA CIUDADANÍA E INSTITUCIONES; ASIMISMO, LA PROMOCIÓN DE UNA CULTURA DE TRANSPARENCIA Y EL FORTALECIMIENTO DE LA VIGILANCIA CIUDADANA",PTE,389,MUNICIPALIDAD PROVINCIAL DE PARURO,CUSCO,PARURO,PARURO,SI,11461-2021-CG/SADEN-AOP,NO PRECISA,,0,1,La entidad no actualiza su PTE,,,,,,10/02/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA ACTUALIZADO SU PORTAL DE TRANSPARENCIA ESTÁNDAR - PTE, CON EL CONTENIDO ESTABLECIDO EN LA NORMATIVA VIGENTE; AFECTANDO EL ACCESO A INFORMACIÓN COMPLETA Y ACTUALIZADA SOBRE LOS ACTOS DE LA ADMINISTRACIÓN PÚBLICA POR PARTE DE LA CIUDADANÍA E INSTITUCIONES; ASIMISMO, LA PROMOCIÓN DE UNA CULTURA DE TRANSPARENCIA Y EL FORTALECIMIENTO DE LA VIGILANCIA CIUDADANA",PTE,390,MUNICIPALIDAD PROVINCIAL DE PAUCARTAMBO,CUSCO,PAUCARTAMBO,PAUCARTAMBO,SI,11462-2021-CG/SADEN-AOP,NO PRECISA,,0,1,La entidad no actualiza su PTE,,,,,,10/02/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA ACTUALIZADO SU PORTAL DE TRANSPARENCIA ESTÁNDAR - PTE, CON EL CONTENIDO ESTABLECIDO EN LA NORMATIVA VIGENTE; AFECTANDO EL ACCESO A INFORMACIÓN COMPLETA Y ACTUALIZADA SOBRE LOS ACTOS DE LA ADMINISTRACIÓN PÚBLICA POR PARTE DE LA CIUDADANÍA E INSTITUCIONES; ASIMISMO, LA PROMOCIÓN DE UNA CULTURA DE TRANSPARENCIA Y EL FORTALECIMIENTO DE LA VIGILANCIA CIUDADANA",PTE,391,MUNICIPALIDAD PROVINCIAL DE QUISPICANCHI,CUSCO,QUISPICANCHI,URCOS,SI,10977-2021-CG/SADEN-AOP,NO PRECISA,,0,1,La entidad no actualiza su PTE,,,,,,10/02/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA ACTUALIZADO SU PORTAL DE TRANSPARENCIA ESTÁNDAR - PTE, CON EL CONTENIDO ESTABLECIDO EN LA NORMATIVA VIGENTE; AFECTANDO EL ACCESO A INFORMACIÓN COMPLETA Y ACTUALIZADA SOBRE LOS ACTOS DE LA ADMINISTRACIÓN PÚBLICA POR PARTE DE LA CIUDADANÍA E INSTITUCIONES; ASIMISMO, LA PROMOCIÓN DE UNA CULTURA DE TRANSPARENCIA Y EL FORTALECIMIENTO DE LA VIGILANCIA CIUDADANA",PTE,392,MUNICIPALIDAD PROVINCIAL DE URUBAMBA,CUSCO,URUBAMBA,URUBAMBA,SI,11463-2021-CG/SADEN-AOP,NO PRECISA,,0,1,La entidad no actualiza su PTE,,,,,,10/02/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA ACTUALIZADO SU PORTAL DE TRANSPARENCIA ESTÁNDAR - PTE, CON EL CONTENIDO ESTABLECIDO EN LA NORMATIVA VIGENTE; AFECTANDO EL ACCESO A INFORMACIÓN COMPLETA Y ACTUALIZADA SOBRE LOS ACTOS DE LA ADMINISTRACIÓN PÚBLICA POR PARTE DE LA CIUDADANÍA E INSTITUCIONES; ASIMISMO, LA PROMOCIÓN DE UNA CULTURA DE TRANSPARENCIA Y EL FORTALECIMIENTO DE LA VIGILANCIA CIUDADANA",PTE,393,MUNICIPALIDAD PROVINCIAL DE ACOBAMBA,HUANCAVELICA,ACOBAMBA,ACOBAMBA,SI,12270-2021-CG/SADEN-AOP,NO PRECISA,,0,1,La entidad no actualiza su PTE,,,,,,10/02/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA ACTUALIZADO SU PORTAL DE TRANSPARENCIA ESTÁNDAR - PTE, CON EL CONTENIDO ESTABLECIDO EN LA NORMATIVA VIGENTE; AFECTANDO EL ACCESO A INFORMACIÓN COMPLETA Y ACTUALIZADA SOBRE LOS ACTOS DE LA ADMINISTRACIÓN PÚBLICA POR PARTE DE LA CIUDADANÍA E INSTITUCIONES; ASIMISMO, LA PROMOCIÓN DE UNA CULTURA DE TRANSPARENCIA Y EL FORTALECIMIENTO DE LA VIGILANCIA CIUDADANA",PTE,394,MUNICIPALIDAD PROVINCIAL DE ANGARAES,HUANCAVELICA,ANGARAES,LIRCAY,SI,11008-2021-CG/SADEN-AOP,NO PRECISA,,0,1,La entidad no actualiza su PTE,,,,,,10/02/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA ACTUALIZADO SU PORTAL DE TRANSPARENCIA ESTÁNDAR - PTE, CON EL CONTENIDO ESTABLECIDO EN LA NORMATIVA VIGENTE; AFECTANDO EL ACCESO A INFORMACIÓN COMPLETA Y ACTUALIZADA SOBRE LOS ACTOS DE LA ADMINISTRACIÓN PÚBLICA POR PARTE DE LA CIUDADANÍA E INSTITUCIONES; ASIMISMO, LA PROMOCIÓN DE UNA CULTURA DE TRANSPARENCIA Y EL FORTALECIMIENTO DE LA VIGILANCIA CIUDADANA",PTE,396,MUNICIPALIDAD PROVINCIAL DE HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,SI,10816-2021-CG/SADEN-AOP,NO PRECISA,,0,1,La entidad no actualiza su PTE,,,,,,10/02/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA ACTUALIZADO SU PORTAL DE TRANSPARENCIA ESTÁNDAR - PTE, CON EL CONTENIDO ESTABLECIDO EN LA NORMATIVA VIGENTE; AFECTANDO EL ACCESO A INFORMACIÓN COMPLETA Y ACTUALIZADA SOBRE LOS ACTOS DE LA ADMINISTRACIÓN PÚBLICA POR PARTE DE LA CIUDADANÍA E INSTITUCIONES; ASIMISMO, LA PROMOCIÓN DE UNA CULTURA DE TRANSPARENCIA Y EL FORTALECIMIENTO DE LA VIGILANCIA CIUDADANA",PTE,397,MUNICIPALIDAD PROVINCIAL DE TAYACAJA,HUANCAVELICA,TAYACAJA,PAMPAS,SI,12271-2021-CG/SADEN-AOP,NO PRECISA,,0,1,La entidad no actualiza su PTE,,,,,,10/02/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA ACTUALIZADO SU PORTAL DE TRANSPARENCIA ESTÁNDAR - PTE, CON EL CONTENIDO ESTABLECIDO EN LA NORMATIVA VIGENTE; AFECTANDO EL ACCESO A INFORMACIÓN COMPLETA Y ACTUALIZADA SOBRE LOS ACTOS DE LA ADMINISTRACIÓN PÚBLICA POR PARTE DE LA CIUDADANÍA E INSTITUCIONES; ASIMISMO, LA PROMOCIÓN DE UNA CULTURA DE TRANSPARENCIA Y EL FORTALECIMIENTO DE LA VIGILANCIA CIUDADANA",PTE,398,MUNICIPALIDAD PROVINCIAL DE AMBO,HUANUCO,AMBO,AMBO,SI,12276-2021-CG/SADEN-AOP,NO PRECISA,,0,1,La entidad no actualiza su PTE,,,,,,10/02/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA ACTUALIZADO SU PORTAL DE TRANSPARENCIA ESTÁNDAR - PTE, CON EL CONTENIDO ESTABLECIDO EN LA NORMATIVA VIGENTE; AFECTANDO EL ACCESO A INFORMACIÓN COMPLETA Y ACTUALIZADA SOBRE LOS ACTOS DE LA ADMINISTRACIÓN PÚBLICA POR PARTE DE LA CIUDADANÍA E INSTITUCIONES; ASIMISMO, LA PROMOCIÓN DE UNA CULTURA DE TRANSPARENCIA Y EL FORTALECIMIENTO DE LA VIGILANCIA CIUDADANA",PTE,400,MUNICIPALIDAD PROVINCIAL DE HUAMALIES,HUANUCO,HUAMALIES,LLATA,SI,11556-2021-CG/SADEN-AOP,NO PRECISA,,0,1,La entidad no actualiza su PTE,,,,,,10/02/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA ACTUALIZADO SU PORTAL DE TRANSPARENCIA ESTÁNDAR - PTE, CON EL CONTENIDO ESTABLECIDO EN LA NORMATIVA VIGENTE; AFECTANDO EL ACCESO A INFORMACIÓN COMPLETA Y ACTUALIZADA SOBRE LOS ACTOS DE LA ADMINISTRACIÓN PÚBLICA POR PARTE DE LA CIUDADANÍA E INSTITUCIONES; ASIMISMO, LA PROMOCIÓN DE UNA CULTURA DE TRANSPARENCIA Y EL FORTALECIMIENTO DE LA VIGILANCIA CIUDADANA",PTE,401,MUNICIPALIDAD PROVINCIAL DE HUÁNUCO,HUANUCO,HUANUCO,HUANUCO,SI,10820-2021-CG/SADEN-AOP,NO PRECISA,,0,1,La entidad no actualiza su PTE,,,,,,10/02/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA ACTUALIZADO SU PORTAL DE TRANSPARENCIA ESTÁNDAR - PTE, CON EL CONTENIDO ESTABLECIDO EN LA NORMATIVA VIGENTE; AFECTANDO EL ACCESO A INFORMACIÓN COMPLETA Y ACTUALIZADA SOBRE LOS ACTOS DE LA ADMINISTRACIÓN PÚBLICA POR PARTE DE LA CIUDADANÍA E INSTITUCIONES; ASIMISMO, LA PROMOCIÓN DE UNA CULTURA DE TRANSPARENCIA Y EL FORTALECIMIENTO DE LA VIGILANCIA CIUDADANA",PTE,402,MUNICIPALIDAD PROVINCIAL DE LEONCIO PRADO,HUANUCO,LEONCIO PRADO,RUPA-RUPA,SI,12277-2021-CG/SADEN-AOP,NO PRECISA,,0,1,La entidad no actualiza su PTE,,,,,,10/02/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA ACTUALIZADO SU PORTAL DE TRANSPARENCIA ESTÁNDAR - PTE, CON EL CONTENIDO ESTABLECIDO EN LA NORMATIVA VIGENTE; AFECTANDO EL ACCESO A INFORMACIÓN COMPLETA Y ACTUALIZADA SOBRE LOS ACTOS DE LA ADMINISTRACIÓN PÚBLICA POR PARTE DE LA CIUDADANÍA E INSTITUCIONES; ASIMISMO, LA PROMOCIÓN DE UNA CULTURA DE TRANSPARENCIA Y EL FORTALECIMIENTO DE LA VIGILANCIA CIUDADANA",PTE,403,MUNICIPALIDAD PROVINCIAL DE MARAÑON,HUANUCO,MARAÑON,HUACRACHUCO,SI,12278-2021-CG/SADEN-AOP,NO PRECISA,,0,1,La entidad no actualiza su PTE,,,,,,10/02/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA ACTUALIZADO SU PORTAL DE TRANSPARENCIA ESTÁNDAR - PTE, CON EL CONTENIDO ESTABLECIDO EN LA NORMATIVA VIGENTE; AFECTANDO EL ACCESO A INFORMACIÓN COMPLETA Y ACTUALIZADA SOBRE LOS ACTOS DE LA ADMINISTRACIÓN PÚBLICA POR PARTE DE LA CIUDADANÍA E INSTITUCIONES; ASIMISMO, LA PROMOCIÓN DE UNA CULTURA DE TRANSPARENCIA Y EL FORTALECIMIENTO DE LA VIGILANCIA CIUDADANA",PTE,404,MUNICIPALIDAD PROVINCIAL DE PACHITEA,HUANUCO,PACHITEA,PANAO,SI,10821-2021-CG/SADEN-AOP,NO PRECISA,,0,1,La entidad no actualiza su PTE,,,,,,10/02/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA ACTUALIZADO SU PORTAL DE TRANSPARENCIA ESTÁNDAR - PTE, CON EL CONTENIDO ESTABLECIDO EN LA NORMATIVA VIGENTE; AFECTANDO EL ACCESO A INFORMACIÓN COMPLETA Y ACTUALIZADA SOBRE LOS ACTOS DE LA ADMINISTRACIÓN PÚBLICA POR PARTE DE LA CIUDADANÍA E INSTITUCIONES; ASIMISMO, LA PROMOCIÓN DE UNA CULTURA DE TRANSPARENCIA Y EL FORTALECIMIENTO DE LA VIGILANCIA CIUDADANA",PTE,405,MUNICIPALIDAD PROVINCIAL DE CHINCHA,ICA,CHINCHA,CHINCHA ALTA,SI,12282-2021-CG/SADEN-AOP,NO PRECISA,,0,1,La entidad no actualiza su PTE,,,,,,10/02/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA ACTUALIZADO SU PORTAL DE TRANSPARENCIA ESTÁNDAR - PTE, CON EL CONTENIDO ESTABLECIDO EN LA NORMATIVA VIGENTE; AFECTANDO EL ACCESO A INFORMACIÓN COMPLETA Y ACTUALIZADA SOBRE LOS ACTOS DE LA ADMINISTRACIÓN PÚBLICA POR PARTE DE LA CIUDADANÍA E INSTITUCIONES; ASIMISMO, LA PROMOCIÓN DE UNA CULTURA DE TRANSPARENCIA Y EL FORTALECIMIENTO DE LA VIGILANCIA CIUDADANA",PTE,406,MUNICIPALIDAD PROVINCIAL DE ICA,ICA,ICA,ICA,SI,10827-2021-CG/SADEN-AOP,NO PRECISA,,0,1,La entidad no actualiza su PTE,,,,,,10/02/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA ACTUALIZADO SU PORTAL DE TRANSPARENCIA ESTÁNDAR - PTE, CON EL CONTENIDO ESTABLECIDO EN LA NORMATIVA VIGENTE; AFECTANDO EL ACCESO A INFORMACIÓN COMPLETA Y ACTUALIZADA SOBRE LOS ACTOS DE LA ADMINISTRACIÓN PÚBLICA POR PARTE DE LA CIUDADANÍA E INSTITUCIONES; ASIMISMO, LA PROMOCIÓN DE UNA CULTURA DE TRANSPARENCIA Y EL FORTALECIMIENTO DE LA VIGILANCIA CIUDADANA",PTE,407,MUNICIPALIDAD PROVINCIAL DE NAZCA,ICA,NAZCA,NAZCA,SI,12283-2021-CG/SADEN-AOP,NO PRECISA,,0,1,La entidad no actualiza su PTE,,,,,,10/02/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA ACTUALIZADO SU PORTAL DE TRANSPARENCIA ESTÁNDAR - PTE, CON EL CONTENIDO ESTABLECIDO EN LA NORMATIVA VIGENTE; AFECTANDO EL ACCESO A INFORMACIÓN COMPLETA Y ACTUALIZADA SOBRE LOS ACTOS DE LA ADMINISTRACIÓN PÚBLICA POR PARTE DE LA CIUDADANÍA E INSTITUCIONES; ASIMISMO, LA PROMOCIÓN DE UNA CULTURA DE TRANSPARENCIA Y EL FORTALECIMIENTO DE LA VIGILANCIA CIUDADANA",PTE,408,MUNICIPALIDAD PROVINCIAL DE PALPA,ICA,PALPA,PALPA,SI,10828-2021-CG/SADEN-AOP,NO PRECISA,,0,1,La entidad no actualiza su PTE,,,,,,10/02/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA ACTUALIZADO SU PORTAL DE TRANSPARENCIA ESTÁNDAR - PTE, CON EL CONTENIDO ESTABLECIDO EN LA NORMATIVA VIGENTE; AFECTANDO EL ACCESO A INFORMACIÓN COMPLETA Y ACTUALIZADA SOBRE LOS ACTOS DE LA ADMINISTRACIÓN PÚBLICA POR PARTE DE LA CIUDADANÍA E INSTITUCIONES; ASIMISMO, LA PROMOCIÓN DE UNA CULTURA DE TRANSPARENCIA Y EL FORTALECIMIENTO DE LA VIGILANCIA CIUDADANA",PTE,409,MUNICIPALIDAD PROVINCIAL DE PISCO,ICA,PISCO,PISCO,SI,12284-2021-CG/SADEN-AOP,NO PRECISA,,0,1,La entidad no actualiza su PTE,,,,,,10/02/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA ACTUALIZADO SU PORTAL DE TRANSPARENCIA ESTÁNDAR - PTE, CON EL CONTENIDO ESTABLECIDO EN LA NORMATIVA VIGENTE; AFECTANDO EL ACCESO A INFORMACIÓN COMPLETA Y ACTUALIZADA SOBRE LOS ACTOS DE LA ADMINISTRACIÓN PÚBLICA POR PARTE DE LA CIUDADANÍA E INSTITUCIONES; ASIMISMO, LA PROMOCIÓN DE UNA CULTURA DE TRANSPARENCIA Y EL FORTALECIMIENTO DE LA VIGILANCIA CIUDADANA",PTE,410,MUNICIPALIDAD PROVINCIAL DE CONCEPCIÓN,JUNIN,CONCEPCION,CONCEPCION,SI,10963-2021-CG/SADEN-AOP,NO PRECISA,,0,1,La entidad no actualiza su PTE,,,,,,10/02/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA ACTUALIZADO SU PORTAL DE TRANSPARENCIA ESTÁNDAR - PTE, CON EL CONTENIDO ESTABLECIDO EN LA NORMATIVA VIGENTE; AFECTANDO EL ACCESO A INFORMACIÓN COMPLETA Y ACTUALIZADA SOBRE LOS ACTOS DE LA ADMINISTRACIÓN PÚBLICA POR PARTE DE LA CIUDADANÍA E INSTITUCIONES; ASIMISMO, LA PROMOCIÓN DE UNA CULTURA DE TRANSPARENCIA Y EL FORTALECIMIENTO DE LA VIGILANCIA CIUDADANA",PTE,411,MUNICIPALIDAD PROVINCIAL DE HUANCAYO,JUNIN,HUANCAYO,HUANCAYO,SI,10845-2021-CG/SADEN-AOP,NO PRECISA,,0,1,La entidad no actualiza su PTE,,,,,,10/02/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA ACTUALIZADO SU PORTAL DE TRANSPARENCIA ESTÁNDAR - PTE, CON EL CONTENIDO ESTABLECIDO EN LA NORMATIVA VIGENTE; AFECTANDO EL ACCESO A INFORMACIÓN COMPLETA Y ACTUALIZADA SOBRE LOS ACTOS DE LA ADMINISTRACIÓN PÚBLICA POR PARTE DE LA CIUDADANÍA E INSTITUCIONES; ASIMISMO, LA PROMOCIÓN DE UNA CULTURA DE TRANSPARENCIA Y EL FORTALECIMIENTO DE LA VIGILANCIA CIUDADANA",PTE,412,MUNICIPALIDAD PROVINCIAL DE JAUJA,JUNIN,JAUJA,JAUJA,SI,12288-2021-CG/SADEN-AOP,NO PRECISA,,0,1,La entidad no actualiza su PTE,,,,,,10/02/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA ACTUALIZADO SU PORTAL DE TRANSPARENCIA ESTÁNDAR - PTE, CON EL CONTENIDO ESTABLECIDO EN LA NORMATIVA VIGENTE; AFECTANDO EL ACCESO A INFORMACIÓN COMPLETA Y ACTUALIZADA SOBRE LOS ACTOS DE LA ADMINISTRACIÓN PÚBLICA POR PARTE DE LA CIUDADANÍA E INSTITUCIONES; ASIMISMO, LA PROMOCIÓN DE UNA CULTURA DE TRANSPARENCIA Y EL FORTALECIMIENTO DE LA VIGILANCIA CIUDADANA",PTE,413,MUNICIPALIDAD PROVINCIAL DE JUNÍN,JUNIN,JUNIN,JUNIN,SI,12289-2021-CG/SADEN-AOP,NO PRECISA,,0,1,La entidad no actualiza su PTE,,,,,,10/02/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA ACTUALIZADO SU PORTAL DE TRANSPARENCIA ESTÁNDAR - PTE, CON EL CONTENIDO ESTABLECIDO EN LA NORMATIVA VIGENTE; AFECTANDO EL ACCESO A INFORMACIÓN COMPLETA Y ACTUALIZADA SOBRE LOS ACTOS DE LA ADMINISTRACIÓN PÚBLICA POR PARTE DE LA CIUDADANÍA E INSTITUCIONES; ASIMISMO, LA PROMOCIÓN DE UNA CULTURA DE TRANSPARENCIA Y EL FORTALECIMIENTO DE LA VIGILANCIA CIUDADANA",PTE,414,MUNICIPALIDAD PROVINCIAL DE SATIPO,JUNIN,SATIPO,SATIPO,SI,12290-2021-CG/SADEN-AOP,NO PRECISA,,0,1,La entidad no actualiza su PTE,,,,,,10/02/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA ACTUALIZADO SU PORTAL DE TRANSPARENCIA ESTÁNDAR - PTE, CON EL CONTENIDO ESTABLECIDO EN LA NORMATIVA VIGENTE; AFECTANDO EL ACCESO A INFORMACIÓN COMPLETA Y ACTUALIZADA SOBRE LOS ACTOS DE LA ADMINISTRACIÓN PÚBLICA POR PARTE DE LA CIUDADANÍA E INSTITUCIONES; ASIMISMO, LA PROMOCIÓN DE UNA CULTURA DE TRANSPARENCIA Y EL FORTALECIMIENTO DE LA VIGILANCIA CIUDADANA",PTE,415,MUNICIPALIDAD PROVINCIAL DE TARMA,JUNIN,TARMA,TARMA,SI,10846-2021-CG/SADEN-AOP,NO PRECISA,,0,1,La entidad no actualiza su PTE,,,,,,10/02/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA ACTUALIZADO SU PORTAL DE TRANSPARENCIA ESTÁNDAR - PTE, CON EL CONTENIDO ESTABLECIDO EN LA NORMATIVA VIGENTE; AFECTANDO EL ACCESO A INFORMACIÓN COMPLETA Y ACTUALIZADA SOBRE LOS ACTOS DE LA ADMINISTRACIÓN PÚBLICA POR PARTE DE LA CIUDADANÍA E INSTITUCIONES; ASIMISMO, LA PROMOCIÓN DE UNA CULTURA DE TRANSPARENCIA Y EL FORTALECIMIENTO DE LA VIGILANCIA CIUDADANA",PTE,416,MUNICIPALIDAD PROVINCIAL DE YAULI,JUNIN,YAULI,LA OROYA,SI,11019-2021-CG/SADEN-AOP,NO PRECISA,,0,1,La entidad no actualiza su PTE,,,,,,10/02/2021,,,,
NO REGISTRADO,"LA ENTIDAD NO HA ACTUALIZADO SU PORTAL DE TRANSPARENCIA ESTÁNDAR - PTE, CON EL CONTENIDO ESTABLECIDO EN LA NORMATIVA VIGENTE; AFECTANDO EL ACCESO A INFORMACIÓN COMPLETA Y ACTUALIZADA SOBRE LOS ACTOS DE LA ADMINISTRACIÓN PÚBLICA POR PARTE DE LA CIUDADANÍA E INSTITUCIONES; ASIMISMO, LA PROMOCIÓN DE UNA CULTURA DE TRANSPARENCIA Y EL FORTALECIMIENTO DE LA VIGILANCIA CIUDADANA",PTE,417,MUNICIPALIDAD PROVINCIAL DE CHANCHAMAYO,JUNIN,CHANCHAMAYO,CHANCHAMAYO,SI,12291-2021-CG/SADEN-AOP,NO PRECISA,,0,1,La entidad no actualiza su PTE,,,,,,10/02/2021,,,,
